# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 1000 bp upstream, 1000 bp downstream, 30000 bp max extension, curated regulatory domains included
A1BG	unnamed (+22875)
FCRL6	unnamed (-11981)
FCRLA	unnamed (-24403)
FCRLB	unnamed (+195), unnamed (+5657)
FDFT1	unnamed (-9924), unnamed (+7018), unnamed (+9486)
FDPS	unnamed (-179)
FDX1	unnamed (-8036), unnamed (+43)
FDX2	unnamed (+13)
FDXACB1	unnamed (-262), unnamed (+247)
FDXR	unnamed (-3293), unnamed (-367), unnamed (+4454)
FEM1A	unnamed (-22000), unnamed (-295), unnamed (+7823), unnamed (+18065), unnamed (+24087)
FEM1B	unnamed (-24557), unnamed (-108), unnamed (+4234), unnamed (+7017)
FEM1C	unnamed (-352)
FEN1	unnamed (+252)
FER	unnamed (-19406), unnamed (+1119), unnamed (+14997)
FER1L6	unnamed (-23828), unnamed (+26231)
FERMT3	unnamed (+1050)
FES	unnamed (+8805), unnamed (+17559)
FEV	unnamed (+21363)
FEZ1	unnamed (-29263)
FEZ2	unnamed (-20344), unnamed (+656)
FEZF2	unnamed (+11470)
FFAR1	unnamed (-1816), unnamed (+2383)
FFAR2	unnamed (-27784), unnamed (-18452), unnamed (-85)
FFAR3	unnamed (-4525)
FFAR4	unnamed (-12530)
FGD1	unnamed (+13094)
FGD2	unnamed (+23857)
FGD3	unnamed (-12927)
FGD5	unnamed (+17180)
FGD6	unnamed (-250), unnamed (+12789), unnamed (+29693)
FGF11	unnamed (+1737)
FGF13	unnamed (-8551), unnamed (-2201)
FGF14	unnamed (-3953)
FGF16	unnamed (+13892)
FGF19	unnamed (+15016), unnamed (+16235)
FGF2	unnamed (-22802), unnamed (+1363)
FGF21	unnamed (+25373), unnamed (+26294)
FGF23	unnamed (-9123), unnamed (-8203)
FGF3	unnamed (+19335)
FGF4	unnamed (-24286)
FGF6	unnamed (+9905)
FGF7	unnamed (+18774)
FGF9	unnamed (+14492)
FGFBP3	unnamed (+551), unnamed (+14814)
FGFR1	unnamed (-8301), unnamed (+6621)
FGFR1OP	unnamed (-1336)
FGFR1OP2	unnamed (+15295)
FGFR3	unnamed (-27536), unnamed (-8720)
FGFR4	unnamed (-18200), unnamed (-9262)
FGFRL1	unnamed (+1554), unnamed (+2238)
FGGY	unnamed (-6614), unnamed (-34), unnamed (+21686)
FGR	unnamed (-19957), unnamed (-15530), unnamed (+11739)
FHIT	unnamed (-17404), unnamed (-14), unnamed (+599), unnamed (+1347)
FHOD1	unnamed (+1580)
FIBCD1	unnamed (-23878), unnamed (-22647), unnamed (-11986), unnamed (-6478), unnamed (+2735), unnamed (+11461), unnamed (+20040)
FIBP	unnamed (-4)
FICD	unnamed (-29534), unnamed (-22776), unnamed (+4573), unnamed (+17433)
FIGLA	unnamed (-15577)
FIGNL1	unnamed (-18453)
FIGNL2	unnamed (+22858)
FILIP1	unnamed (-23259)
FILIP1L	unnamed (-10086)
FIP1L1	unnamed (-60)
FIS1	unnamed (-23144), unnamed (-19480), unnamed (-7378), unnamed (-325), unnamed (+701), unnamed (+4581)
FITM2	unnamed (-140)
FIZ1	unnamed (+13733)
FJX1	unnamed (+515)
FKBP15	unnamed (-67)
FKBP1A	unnamed (-25230), unnamed (-22983), unnamed (-3)
FKBP2	unnamed (-695)
FKBP4	unnamed (-4854)
FKBP5	unnamed (-3454), unnamed (+265), unnamed (+913), unnamed (+24868)
FKBP6	unnamed (-689), unnamed (+13718), unnamed (+29750)
FKBP7	unnamed (+12682)
FKBP8	unnamed (-1317), unnamed (-485)
FKBP9	unnamed (-14232)
FKBPL	unnamed (-1448), unnamed (-711)
FKRP	unnamed (-9251)
FLAD1	unnamed (-180)
FLCN	unnamed (-552)
FLNA	unnamed (+1749)
FLNB	unnamed (+26572)
FLNC	unnamed (-13337), unnamed (+11697), unnamed (+15692)
FLOT1	unnamed (-122), unnamed (+16743), unnamed (+21140)
FLOT2	unnamed (-2878), unnamed (+10464)
FLRT1	unnamed (-28754), unnamed (-16140), unnamed (-10618)
FLT4	unnamed (-19343), unnamed (+4029)
FLVCR1	unnamed (-13530)
FLVCR2	unnamed (+4)
FLYWCH1	unnamed (-6507), unnamed (-5883), unnamed (-5151), unnamed (-12), unnamed (+767), unnamed (+2473), unnamed (+7640)
FLYWCH2	unnamed (+22244), unnamed (+22868), unnamed (+23600)
FMC1	unnamed (-10531), unnamed (-550)
FMNL1	unnamed (+4531), unnamed (+7651), unnamed (+25931)
FMNL3	unnamed (-277)
FMO4	unnamed (-196)
FMO5	unnamed (+20687)
FMOD	unnamed (-13144), unnamed (+4591)
FMR1	unnamed (-189), unnamed (+15234)
FN1	unnamed (+14008), unnamed (+15528)
FN3K	unnamed (-1929), unnamed (-361), unnamed (-35), unnamed (+2829), unnamed (+5496)
FN3KRP	unnamed (+16963)
FNBP1	unnamed (-742)
FNBP1L	unnamed (-28555), unnamed (-5686)
FNBP4	unnamed (-1099)
FNDC1	unnamed (+16379), unnamed (+28106)
FNDC10	unnamed (-10155)
FNDC11	unnamed (+6015)
FNDC3A	unnamed (-14157), unnamed (+2552)
FNDC3B	unnamed (-10584), unnamed (-992)
FNDC5	unnamed (-4659)
FNIP1	unnamed (-15940), unnamed (-116), unnamed (+582)
FNIP2	unnamed (-2292), unnamed (-113)
FNTA	unnamed (-364), unnamed (+81), unnamed (+1323)
FOPNL	unnamed (-19601), unnamed (+2845)
FOS	unnamed (-19696), unnamed (+9584)
FOSB	unnamed (-23505), unnamed (-18779), unnamed (-17622), unnamed (-11951), unnamed (+1421)
FOSL1	unnamed (-11279), unnamed (+131), unnamed (+1070)
FOSL2	unnamed (-9964), unnamed (-17), unnamed (+16476)
FOXA3	unnamed (-1000), unnamed (+15963), unnamed (+16967), unnamed (+19220)
FOXD1	unnamed (-15709), unnamed (-6112), unnamed (-3192), unnamed (-307)
FOXD3	unnamed (-543)
FOXD4	unnamed (+9281), unnamed (+29430)
FOXD4L1	unnamed (+28935)
FOXE3	unnamed (-25128), unnamed (-12297)
FOXF1	unnamed (-26110), unnamed (+7363), unnamed (+10514), unnamed (+11205)
FOXF2	unnamed (-14614), unnamed (-7462)
FOXI3	unnamed (+22545)
FOXJ3	unnamed (-358), unnamed (+516)
FOXK1	unnamed (-11309), unnamed (-188)
FOXK2	unnamed (-24836), unnamed (-22454), unnamed (-22114), unnamed (-5685), unnamed (-501), unnamed (+11399)
FOXL1	unnamed (+26082), unnamed (+27607)
FOXL2	unnamed (-50), unnamed (+10815)
FOXL2NB	unnamed (-44), unnamed (+23549)
FOXM1	unnamed (-226)
FOXN1	unnamed (+3388)
FOXN2	unnamed (-29976), unnamed (-29637), unnamed (-380), unnamed (+255), unnamed (+1327)
FOXN4	unnamed (-27554), unnamed (+17553)
FOXO3	unnamed (-10940), unnamed (-2865), unnamed (-2315), unnamed (+1890), unnamed (+15315), unnamed (+17871)
FOXO4	unnamed (-17359), unnamed (+13018)
FOXO6	unnamed (-28439), unnamed (-22874), unnamed (-7981), unnamed (-7306)
FOXP1	unnamed (-956), unnamed (+642), unnamed (+15557)
FOXP4	unnamed (-254)
FOXQ1	unnamed (-29347)
FOXR1	unnamed (+8615), unnamed (+16814)
FOXRED1	unnamed (-97)
FOXRED2	unnamed (-8)
FPGS	unnamed (+205), unnamed (+21252)
FPR1	unnamed (+12051)
FPR2	unnamed (+4716), unnamed (+21554)
FPR3	unnamed (-27687), unnamed (-10849), unnamed (+1182), unnamed (+5447)
FRA10AC1	unnamed (-48), unnamed (+6739)
FRAS1	unnamed (-627)
FRAT2	unnamed (-8157), unnamed (-349)
FREM1	unnamed (+29159)
FREM3	unnamed (-26198), unnamed (+28651)
FRG1	unnamed (-72)
FRG2	unnamed (-22612)
FRG2B	unnamed (-22526)
FRG2C	unnamed (-23124)
FRK	unnamed (+13050)
FRMD1	unnamed (-27308)
FRMPD2	unnamed (-16684), unnamed (-15010), unnamed (-9350), unnamed (+24853)
FRRS1	unnamed (-2794)
FRRS1L	unnamed (+10438), unnamed (+17981), unnamed (+23227)
FRS3	unnamed (+25656), unnamed (+26536)
FRY	unnamed (+15345)
FRYL	unnamed (+1950), unnamed (+28417)
FSBP	unnamed (+12054)
FSCN1	unnamed (-18439), unnamed (+6221), unnamed (+16935), unnamed (+27046)
FSCN2	unnamed (-1732)
FSD1	unnamed (+22361), unnamed (+22780), unnamed (+29150)
FSD1L	unnamed (-17738), unnamed (-76)
FSD2	unnamed (-193)
FSTL3	unnamed (+4406)
FTCD	unnamed (-24881), unnamed (+8023), unnamed (+11481), unnamed (+24321), unnamed (+27768), unnamed (+28494)
FTCDNL1	unnamed (-164), unnamed (+219)
FTH1	unnamed (-4195), unnamed (-2615), unnamed (-48), unnamed (+948), unnamed (+2844), unnamed (+4085)
FTL	unnamed (-150), unnamed (+809), unnamed (+1346), unnamed (+2423), unnamed (+13655), unnamed (+13960)
FTO	unnamed (+67)
FTSJ1	unnamed (-17), unnamed (+11497), unnamed (+20718)
FUBP1	unnamed (-10934), unnamed (-1048)
FUBP3	unnamed (-107)
FUCA1	unnamed (+20622)
FUCA2	unnamed (-43)
FUK	unnamed (-26186), unnamed (-25598), unnamed (-15116), unnamed (-295), unnamed (+7431), unnamed (+28413)
FUNDC1	unnamed (-29540), unnamed (+1674)
FUNDC2	unnamed (+277)
FUOM	unnamed (-9877), unnamed (+109), unnamed (+7507)
FURIN	unnamed (-15776), unnamed (-3642)
FUS	unnamed (-8195), unnamed (+611)
FUT1	unnamed (+1623)
FUT11	unnamed (-42)
FUT2	unnamed (-14680)
FUT3	unnamed (-16339), unnamed (-6221)
FUT5	unnamed (-24108), unnamed (-3485), unnamed (+2730), unnamed (+12848)
FUT8	unnamed (-4666)
FUZ	unnamed (+3357)
FXN	unnamed (-16388), unnamed (-15564), unnamed (-15217), unnamed (+515)
FXR1	unnamed (-23145), unnamed (-13541), unnamed (+1721)
FXYD2	unnamed (-27771), unnamed (+7082), unnamed (+10177)
FXYD3	unnamed (-28651), unnamed (+8607)
FXYD4	unnamed (-15)
FXYD5	unnamed (-7490), unnamed (+6809), unnamed (+12094), unnamed (+21262), unnamed (+22897)
FXYD6	unnamed (-21103)
FXYD6-FXYD2	unnamed (+24113)
FXYD7	unnamed (+3990)
FYTTD1	unnamed (-9946)
FZD1	unnamed (+33)
FZD2	unnamed (-23811), unnamed (-10267), unnamed (-127)
FZD4	unnamed (-1037), unnamed (+9983), unnamed (+20167), unnamed (+20861), unnamed (+23253), unnamed (+23589), unnamed (+28248)
FZD5	unnamed (-10191), unnamed (-362)
FZD9	unnamed (-14164)
FZR1	unnamed (-2348), unnamed (-1767)
G0S2	unnamed (-1896)
G2E3	unnamed (+3788)
G3BP1	unnamed (-22130), unnamed (-12593), unnamed (-1117)
G6PC	unnamed (-22469)
G6PC2	unnamed (+14554)
G6PC3	unnamed (-6273), unnamed (-4072), unnamed (-3321), unnamed (-57), unnamed (+25565)
G6PD	unnamed (-15015)
GAA	unnamed (-11406), unnamed (-190), unnamed (+18356)
GAB1	unnamed (+22407)
GAB2	unnamed (-12172), unnamed (+759), unnamed (+24714)
GABARAP	unnamed (-283), unnamed (+324)
GABARAPL1	unnamed (-998), unnamed (-424)
GABARAPL2	unnamed (-1151)
GABBR1	unnamed (+7683)
GABBR2	unnamed (-19494), unnamed (+6175)
GABPA	unnamed (-1397), unnamed (+389)
GABPB1	unnamed (-339)
GABRA3	unnamed (+6788)
GABRB2	unnamed (+3651)
GABRD	unnamed (-1417), unnamed (+25658)
GABRR2	unnamed (-6510), unnamed (+12849)
GAD1	unnamed (-16156), unnamed (-12464), unnamed (+243)
GADD45A	unnamed (-1994), unnamed (+1828), unnamed (+21484)
GADD45B	unnamed (-165)
GADD45G	unnamed (-144)
GAGE1	unnamed (-7838), unnamed (-1150), unnamed (+10581), unnamed (+27376)
GAGE12C	unnamed (-9)
GAGE12D	unnamed (-34), unnamed (+2896)
GAGE12E	unnamed (-29), unnamed (+9540)
GAGE12F	unnamed (-6615), unnamed (+26)
GAGE12G	unnamed (-9561), unnamed (-24), unnamed (+9548)
GAGE2A	unnamed (-9547), unnamed (-12), unnamed (+2808), unnamed (+9496)
GAK	unnamed (-89)
GAL	unnamed (-15559)
GAL3ST2	unnamed (-12407), unnamed (-4518)
GAL3ST3	unnamed (+3871)
GAL3ST4	unnamed (+5501)
GALC	unnamed (+84)
GALE	unnamed (-9120), unnamed (+1192), unnamed (+7251)
GALK1	unnamed (-11064), unnamed (-10889), unnamed (-9926), unnamed (+11896), unnamed (+27322)
GALK2	unnamed (+20), unnamed (+499)
GALM	unnamed (-21825)
GALNS	unnamed (-919), unnamed (-125), unnamed (+10746), unnamed (+25886)
GALNT12	unnamed (+25810)
GALNT14	unnamed (-8946)
GALNT16	unnamed (+21709)
GALNT2	unnamed (-404), unnamed (+1947)
GALNT4	unnamed (+7939)
GALNT5	unnamed (+3908)
GALNT6	unnamed (-6077), unnamed (+20544)
GALNT7	unnamed (-20794), unnamed (-554), unnamed (+20128)
GALNTL5	unnamed (-19798), unnamed (-9302), unnamed (+7939), unnamed (+14148)
GALP	unnamed (-16842), unnamed (-5543), unnamed (-636)
GALT	unnamed (-70), unnamed (+1188)
GAN	unnamed (-16709), unnamed (-135)
GANC	unnamed (-613), unnamed (+5049), unnamed (+5308)
GAP43	unnamed (-27920)
GAPDH	unnamed (+1254), unnamed (+4869), unnamed (+12332)
GAPDHS	unnamed (-7), unnamed (+3316)
GAPVD1	unnamed (-136), unnamed (+23213)
GAR1	unnamed (-4394), unnamed (+243)
GAREM2	unnamed (+50), unnamed (+18473)
GARS	unnamed (+104)
GART	unnamed (-9706)
GAS1	unnamed (-15691)
GAS2L1	unnamed (-3376), unnamed (+3264), unnamed (+6227)
GAS2L2	unnamed (-11464), unnamed (+11594)
GAS2L3	unnamed (-83), unnamed (+3218)
GAS8	unnamed (+24420), unnamed (+25611)
GAST	unnamed (-19836), unnamed (-14836)
GATA1	unnamed (-3531), unnamed (-1371), unnamed (+7867), unnamed (+11972)
GATA2	unnamed (-27124), unnamed (-12834), unnamed (-11973), unnamed (-4602), unnamed (-3917)
GATA3	unnamed (+25930)
GATA4	unnamed (-4099)
GATA5	unnamed (-27976), unnamed (-178), unnamed (+28701)
GATA6	unnamed (-17015)
GATAD1	unnamed (-22706), unnamed (-54)
GATAD2A	unnamed (-27575), unnamed (-23853), unnamed (-22002)
GATAD2B	unnamed (-21801), unnamed (+252)
GATB	unnamed (0), unnamed (+14039)
GATD1	unnamed (-48), unnamed (+26339)
GBA	unnamed (-131), unnamed (+509), unnamed (+3377), unnamed (+17201), unnamed (+17510), unnamed (+24968), unnamed (+25624)
GBA2	unnamed (+2870)
GBE1	unnamed (+571), unnamed (+1119), unnamed (+18509)
GBGT1	unnamed (-28453), unnamed (-22205), unnamed (-9462), unnamed (-2561), unnamed (+2856), unnamed (+9213), unnamed (+14424), unnamed (+23896)
GBP3	unnamed (+6144)
GBP6	unnamed (-15759)
GBX1	unnamed (-9379), unnamed (+9364), unnamed (+9775)
GBX2	unnamed (-86)
GCAT	unnamed (-10)
GCFC2	unnamed (+274)
GCGR	unnamed (+11044), unnamed (+17878), unnamed (+21486)
GCH1	unnamed (-8055)
GCHFR	unnamed (-6834), unnamed (-1)
GCK	unnamed (+12541)
GCLC	unnamed (-3072), unnamed (+68), unnamed (+5364)
GCM1	unnamed (-20058), unnamed (+13848)
GCM2	unnamed (+20639)
GCN1	unnamed (-46)
GCNT1	unnamed (-28066)
GCNT4	unnamed (+9459)
GCSAM	unnamed (-1778)
GCSH	unnamed (-20092), unnamed (-32), unnamed (+314)
GDAP2	unnamed (-98)
GDE1	unnamed (+28203)
GDF1	unnamed (+11977)
GDF10	unnamed (-23753)
GDF11	unnamed (+1402), unnamed (+9535)
GDF15	unnamed (-11656), unnamed (-7671), unnamed (-5630), unnamed (+71), unnamed (+2505)
GDF2	unnamed (+4212), unnamed (+4571)
GDF5	unnamed (-493), unnamed (-77), unnamed (+15529)
GDF5OS	unnamed (+6188)
GDF6	unnamed (+26129)
GDI2	unnamed (-827), unnamed (-306)
GDNF	unnamed (-21180), unnamed (-16225), unnamed (+18736), unnamed (+25816)
GDPD1	unnamed (+25030)
GDPD2	unnamed (+10988), unnamed (+14042)
GDPD3	unnamed (+1091)
GDPD4	unnamed (-12793)
GDPD5	unnamed (-13747), unnamed (-9315), unnamed (-8847), unnamed (-185)
GEM	unnamed (-109), unnamed (+3017), unnamed (+20130)
GEMIN5	unnamed (-169), unnamed (+861)
GEMIN7	unnamed (-86), unnamed (+11939)
GEMIN8	unnamed (-42), unnamed (+23356)
GET4	unnamed (-3026), unnamed (-2256), unnamed (-68)
GFAP	unnamed (+4082)
GFI1	unnamed (-8197), unnamed (+9673)
GFI1B	unnamed (-612), unnamed (+28385)
GFM1	unnamed (+6)
GFM2	unnamed (-24506), unnamed (+165)
GFOD1	unnamed (+1423)
GFOD2	unnamed (-614), unnamed (+600)
GFPT1	unnamed (-3339), unnamed (-138)
GFRA4	unnamed (+10520)
GFY	unnamed (+4251), unnamed (+6698), unnamed (+7201), unnamed (+12813)
GGA1	unnamed (-3391), unnamed (+7924), unnamed (+26180)
GGA2	unnamed (-9002), unnamed (-20), unnamed (+10595), unnamed (+13041)
GGA3	unnamed (-84)
GGACT	unnamed (-17156), unnamed (-4890)
GGCT	unnamed (-7631)
GGCX	unnamed (+15310)
GGPS1	unnamed (+2474)
GGT1	unnamed (+442), unnamed (+4360), unnamed (+29627)
GGT2	unnamed (-22539), unnamed (-10097)
GGT5	unnamed (-19519), unnamed (-16484), unnamed (-14466), unnamed (-110)
GGT6	unnamed (-29378), unnamed (-5214), unnamed (-386)
GGT7	unnamed (+17597)
GGTLC1	unnamed (+7535)
GGTLC2	unnamed (-14825), unnamed (-11825), unnamed (-9796), unnamed (+5369), unnamed (+13743), unnamed (+20338)
GGTLC3	unnamed (+5607)
GH2	unnamed (-11012), unnamed (-176)
GHDC	unnamed (-239)
GHITM	unnamed (-22714), unnamed (-20641), unnamed (+26)
GHRH	unnamed (-15385), unnamed (+10204)
GHRHR	unnamed (-7139), unnamed (+6901)
GID4	unnamed (+23), unnamed (+3874)
GID8	unnamed (-195), unnamed (+8929)
GIGYF1	unnamed (-5071), unnamed (-4456)
GIGYF2	unnamed (-40)
GIMAP2	unnamed (-54)
GIMAP4	unnamed (-7040)
GIMAP8	unnamed (+8418)
GIN1	unnamed (-73), unnamed (+11126), unnamed (+20987)
GINS1	unnamed (+1422)
GINS2	unnamed (-18057), unnamed (-6667)
GINS3	unnamed (-25933), unnamed (-9)
GIP	unnamed (-27501), unnamed (-27075), unnamed (-26740)
GIPC1	unnamed (-341), unnamed (+9696), unnamed (+19274)
GIPC2	unnamed (-4972)
GIPC3	unnamed (+18215), unnamed (+19586)
GIPR	unnamed (-483), unnamed (+755), unnamed (+1080)
GIT1	unnamed (+16571)
GIT2	unnamed (-190)
GJA10	unnamed (-3295)
GJA4	unnamed (-7960)
GJB2	unnamed (+480)
GJB3	unnamed (-19674), unnamed (+3849)
GJB4	unnamed (+1774)
GJB7	unnamed (-4730)
GJC2	unnamed (-8040)
GJC3	unnamed (-8867), unnamed (+310)
GJD2	unnamed (+19568)
GJD3	unnamed (-8959), unnamed (-7593), unnamed (+18605), unnamed (+22482)
GJD4	unnamed (+5677)
GK	unnamed (-189), unnamed (+6221)
GK5	unnamed (-20)
GLA	unnamed (-279), unnamed (+8159)
GLB1	unnamed (-27)
GLB1L2	unnamed (-2729), unnamed (+200)
GLCE	unnamed (+2695)
GLDN	unnamed (+25168)
GLG1	unnamed (-4568)
GLI1	unnamed (-919)
GLI2	unnamed (-17000), unnamed (+23126)
GLI4	unnamed (-19475), unnamed (-2574), unnamed (-41), unnamed (+2544), unnamed (+11389), unnamed (+14290), unnamed (+17366)
GLIPR2	unnamed (-11490), unnamed (+65), unnamed (+27286)
GLIS1	unnamed (-26469), unnamed (+5087)
GLIS2	unnamed (-14776), unnamed (-7202), unnamed (-91)
GLMN	unnamed (-29002)
GLMP	unnamed (-20)
GLO1	unnamed (-63)
GLOD4	unnamed (+54)
GLRX	unnamed (-20468), unnamed (-3056), unnamed (-1390)
GLRX2	unnamed (+556)
GLRX3	unnamed (-26048), unnamed (-25558), unnamed (-25238), unnamed (+1983), unnamed (+2221)
GLRX5	unnamed (-27189), unnamed (+181), unnamed (+9079)
GLS	unnamed (+768), unnamed (+1246)
GLS2	unnamed (-12566), unnamed (-8934)
GLT8D2	unnamed (-10860)
GLTP	unnamed (+23295), unnamed (+28875)
GLUD1	unnamed (-19974), unnamed (-603)
GLUL	unnamed (+323)
GLYAT	unnamed (-21646), unnamed (-2830)
GLYATL2	unnamed (-6293)
GLYCTK	unnamed (+12459)
GLYR1	unnamed (-50)
GM2A	unnamed (+37)
GMCL1	unnamed (-11725), unnamed (-61)
GMDS	unnamed (-25556), unnamed (-9883), unnamed (+93)
GMEB1	unnamed (-20090), unnamed (-12891)
GMEB2	unnamed (-22352), unnamed (-8586), unnamed (+5131)
GMFB	unnamed (+146)
GMFG	unnamed (+4617)
GMNC	unnamed (-13052)
GMNN	unnamed (-5), unnamed (+27689)
GMPPA	unnamed (-3251), unnamed (-29), unnamed (+11345)
GMPPB	unnamed (-156), unnamed (+498)
GMPR	unnamed (-22871), unnamed (-13915), unnamed (-13040), unnamed (+27710), unnamed (+29265)
GMPS	unnamed (-287), unnamed (+11827)
GNA11	unnamed (-23739), unnamed (-20944), unnamed (+14494)
GNA12	unnamed (-12698), unnamed (-115)
GNA13	unnamed (-7876), unnamed (-6143), unnamed (-152), unnamed (+1022)
GNA15	unnamed (-27289), unnamed (+26418)
GNAI2	unnamed (-26799), unnamed (-1913), unnamed (+43)
GNAI3	unnamed (-129)
GNAL	unnamed (-11843)
GNAO1	unnamed (+11534)
GNAQ	unnamed (-13664), unnamed (+28912)
GNAS	unnamed (-34), unnamed (+11838)
GNAT1	unnamed (-20704)
GNAT2	unnamed (+9612)
GNAZ	unnamed (-163), unnamed (+16595)
GNB1	unnamed (-18263), unnamed (-6200), unnamed (-23)
GNB1L	unnamed (-27172), unnamed (-5)
GNB2	unnamed (-10907), unnamed (-46)
GNB3	unnamed (+3486)
GNB4	unnamed (+12671), unnamed (+14892)
GNB5	unnamed (-26024), unnamed (+8969), unnamed (+26591)
GNG10	unnamed (-23568)
GNG12	unnamed (+1176), unnamed (+16153)
GNG13	unnamed (-22362), unnamed (-21643), unnamed (-7096)
GNG5	unnamed (-1530), unnamed (+3480), unnamed (+25100)
GNG7	unnamed (+29851)
GNG8	unnamed (+5500), unnamed (+6578)
GNGT2	unnamed (+15561), unnamed (+16820), unnamed (+17366)
GNL1	unnamed (-142), unnamed (+720)
GNL2	unnamed (-26316), unnamed (-16)
GNL3	unnamed (+116)
GNL3L	unnamed (-408)
GNLY	unnamed (-6966), unnamed (+5167)
GNMT	unnamed (-1772)
GNPDA1	unnamed (-280)
GNPDA2	unnamed (+56)
GNPTAB	unnamed (-26300), unnamed (+6877)
GNPTG	unnamed (-3), unnamed (+27889)
GNS	unnamed (-18)
GOLGA2	unnamed (-88), unnamed (+26280)
GOLGA3	unnamed (-13924), unnamed (-6699), unnamed (-210), unnamed (+17673), unnamed (+19595)
GOLGA4	unnamed (-7774)
GOLGA5	unnamed (-29776), unnamed (-25720), unnamed (-18816), unnamed (-15159), unnamed (-171)
GOLGA6A	unnamed (-17718), unnamed (-59), unnamed (+2679), unnamed (+6636), unnamed (+9475)
GOLGA6B	unnamed (-17749), unnamed (+6612)
GOLGA6C	unnamed (-26532), unnamed (-26108), unnamed (-20410), unnamed (-9764), unnamed (+6607)
GOLGA6D	unnamed (-17629), unnamed (-35), unnamed (+6639), unnamed (+29764)
GOLGA6L10	unnamed (-5553), unnamed (+6274)
GOLGA6L2	unnamed (-118)
GOLGA6L4	unnamed (-5556), unnamed (+6357), unnamed (+19650)
GOLGA6L9	unnamed (-23667), unnamed (+5947), unnamed (+24086)
GOLGA7	unnamed (-755)
GOLGA7B	unnamed (+29070)
GOLGA8B	unnamed (-69), unnamed (+14354), unnamed (+23209)
GOLGA8F	unnamed (-6644), unnamed (-124), unnamed (+8067), unnamed (+21147)
GOLGA8H	unnamed (+8149)
GOLGA8J	unnamed (+8141)
GOLGA8K	unnamed (+8154), unnamed (+17257)
GOLGA8M	unnamed (-186), unnamed (+8066)
GOLGA8N	unnamed (-5366), unnamed (+8201)
GOLGA8O	unnamed (-5434), unnamed (+8221)
GOLGA8R	unnamed (-5462), unnamed (+8111), unnamed (+17989)
GOLGA8S	unnamed (-178), unnamed (+7945)
GOLGA8T	unnamed (+8141), unnamed (+17245)
GOLIM4	unnamed (-20418), unnamed (-601), unnamed (+187)
GOLPH3	unnamed (-8568)
GOLT1A	unnamed (-27156), unnamed (-26325)
GOPC	unnamed (-208), unnamed (+2162)
GORASP1	unnamed (-23903), unnamed (-18321), unnamed (+424)
GORASP2	unnamed (-11839), unnamed (-10875), unnamed (-4504)
GOT1L1	unnamed (-20616), unnamed (-18051), unnamed (-6781)
GOT2	unnamed (-27)
GP1BB	unnamed (+501)
GP2	unnamed (-5018), unnamed (-2065)
GP5	unnamed (+15890)
GP6	unnamed (-220), unnamed (+9739), unnamed (+10859), unnamed (+11210), unnamed (+29248)
GP9	unnamed (-25925)
GPA33	unnamed (-243), unnamed (+21678)
GPAA1	unnamed (+5893)
GPAM	unnamed (-5887), unnamed (-12)
GPANK1	unnamed (+260)
GPAT2	unnamed (-21778), unnamed (-16899), unnamed (+22861), unnamed (+24787)
GPAT4	unnamed (-8431), unnamed (-8036), unnamed (-44), unnamed (+26265)
GPATCH1	unnamed (-11138), unnamed (+20425)
GPATCH11	unnamed (-174)
GPATCH2L	unnamed (-192)
GPATCH3	unnamed (+13)
GPATCH4	unnamed (-15187)
GPBP1	unnamed (-6360), unnamed (-1921), unnamed (+10507)
GPC2	unnamed (-389)
GPCPD1	unnamed (-262), unnamed (+20)
GPD1	unnamed (+156)
GPD1L	unnamed (+34)
GPER1	unnamed (-26213)
GPHB5	unnamed (-26377)
GPI	unnamed (-5434)
GPIHBP1	unnamed (-17043), unnamed (-10806), unnamed (+5892), unnamed (+6604)
GPKOW	unnamed (-16160)
GPLD1	unnamed (-1477)
GPN2	unnamed (+25165)
GPN3	unnamed (-566), unnamed (+199)
GPNMB	unnamed (-10852), unnamed (-4195)
GPR107	unnamed (+1156)
GPR108	unnamed (+1120)
GPR132	unnamed (-2087), unnamed (+550)
GPR137	unnamed (-14234), unnamed (-12941)
GPR137B	unnamed (-29070), unnamed (+14), unnamed (+5952), unnamed (+13644), unnamed (+23297)
GPR137C	unnamed (-570)
GPR139	unnamed (-1029)
GPR142	unnamed (+14147), unnamed (+25590)
